text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
Will be on @BreakfastNT with @ianguider in the next few minutes discussing mortgage and deposit rates #ntfm,FALSE,0,NA,17/06/2014 05:44,FALSE,NA,4.78775E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EoinMcGee,0,FALSE,FALSE,NA,NA
"RT @ghook: Coming up on the Right Hook; @Erin_Baumann, @stephenkinsella, @IAMMGraham, @ThomasPMolloy among others. http://t.co/GmZxPruRmr #…",FALSE,0,NA,16/06/2014 15:48,FALSE,NA,4.78565E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NewstalkFM,1,TRUE,FALSE,NA,NA
"Coming up on the Right Hook; @Erin_Baumann, @stephenkinsella, @IAMMGraham, @ThomasPMolloy among others. http://t.co/GmZxPruRmr #ntfm",FALSE,2,NA,16/06/2014 15:44,FALSE,NA,4.78564E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ghook,1,FALSE,FALSE,NA,NA
RT @Genbrennan: Happy Bloomsday! @SeanMoncrieff talks about when the iconic 'Ulysses' was banned.... #ntfm http://t.co/4Ayghp6EyD,FALSE,0,NA,16/06/2014 15:32,FALSE,NA,4.78561E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ravenbooks,2,TRUE,FALSE,NA,NA
RT @Genbrennan: Happy Bloomsday! @SeanMoncrieff talks about when the iconic 'Ulysses' was banned.... #ntfm http://t.co/4Ayghp6EyD,FALSE,0,NA,16/06/2014 15:13,FALSE,NA,4.78556E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SeanMoncrieff,2,TRUE,FALSE,NA,NA
Happy Bloomsday! @SeanMoncrieff talks about when the iconic 'Ulysses' was banned.... #ntfm http://t.co/4Ayghp6EyD,FALSE,0,NA,16/06/2014 15:09,FALSE,NA,4.78555E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Genbrennan,2,FALSE,FALSE,NA,NA
"Best of luck David. Hope you make a full and speedy recovery. You are missed around the town on Blooms day - http://t.co/JQJGWJ7Xxm #ntfm""",FALSE,0,NA,16/06/2014 14:21,FALSE,NA,4.78543E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DisparatePost,0,FALSE,FALSE,NA,NA
RT @carolineclarke: Opening story on today's #Moncrieff with @seanmoncrieff ... Daddy! Daddy! Who's a pretty boy! http://t.co/zbxY9jO3g4 #n…,FALSE,0,NA,16/06/2014 12:37,FALSE,NA,4.78517E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SeanMoncrieff,1,TRUE,FALSE,NA,NA
Opening story on today's #Moncrieff with @seanmoncrieff ... Daddy! Daddy! Who's a pretty boy! http://t.co/zbxY9jO3g4 #ntfm,FALSE,0,NA,16/06/2014 12:33,FALSE,NA,4.78516E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",carolineclarke,1,FALSE,FALSE,NA,NA
RT @Genbrennan: Ireland and Islamic banking with @SeanMoncrieff #ntfm http://t.co/ere8eBDsbr,FALSE,0,NA,16/06/2014 12:31,FALSE,NA,4.78515E+17,NA,"<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>",johnsuttle,3,TRUE,FALSE,NA,NA
RT @newschambers: Expert panel's report now released (funny how they timed that). Aer Lingus asked to pay €146.7m; DAA €57.3m. #ntfm,FALSE,0,NA,16/06/2014 11:11,FALSE,NA,4.78495E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NewstalkFM,1,TRUE,FALSE,NA,NA
Expert panel's report now released (funny how they timed that). Aer Lingus asked to pay €146.7m; DAA €57.3m. #ntfm,FALSE,0,NA,16/06/2014 11:07,FALSE,NA,4.78494E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",newschambers,1,FALSE,FALSE,NA,NA
Minister Varadkar says he's been speaking to Aer Lingus chairman - says the airline will consider the report's findings. #ntfm,FALSE,0,NA,16/06/2014 10:41,FALSE,NA,4.78488E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",newschambers,0,FALSE,FALSE,NA,NA
Test parameter geo #factest,FALSE,0,NA,18/06/2014 16:01,FALSE,NA,4.79308E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jmc6609835,0,FALSE,FALSE,NA,NA
Tweet parameter 13 #factest,FALSE,1,NA,18/06/2014 15:32,FALSE,NA,4.79301E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jmc6609835,0,FALSE,FALSE,NA,NA
