text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @newschambers: Hay everywhere on Kildare Street. Gardaí have stopped the farmers' jeep #ntfm https://t.co/zuchF6XNCP,FALSE,0,NA,17/06/2014 11:00,FALSE,NA,4.78855E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MissClawler,15,TRUE,FALSE,NA,NA
RT @newschambers: Hay everywhere on Kildare Street. Gardaí have stopped the farmers' jeep #ntfm https://t.co/zuchF6XNCP,FALSE,0,NA,17/06/2014 11:00,FALSE,NA,4.78855E+17,NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",enr56,15,TRUE,FALSE,NA,NA
RT @newschambers: Hay everywhere on Kildare Street. Gardaí have stopped the farmers' jeep #ntfm https://t.co/gqVj7VyMUJ,FALSE,0,NA,17/06/2014 11:00,FALSE,NA,4.78855E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",paraicgallagher,1,FALSE,FALSE,NA,NA
RT @newschambers: Hay everywhere on Kildare Street. Gardaí have stopped the farmers' jeep #ntfm https://t.co/zuchF6XNCP,FALSE,0,NA,17/06/2014 11:00,FALSE,NA,4.78855E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elfgagi,15,TRUE,FALSE,NA,NA
RT @newschambers: IFA blockading the Department of Agriculture with bales of hay. Protesting against falling beef prices #ntfm http://t.co/…,FALSE,0,NA,17/06/2014 10:59,FALSE,NA,4.78854E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RichardScriven,17,TRUE,FALSE,NA,NA
RT @newschambers: Hay everywhere on Kildare Street. Gardaí have stopped the farmers' jeep #ntfm https://t.co/zuchF6XNCP,FALSE,0,NA,17/06/2014 10:59,FALSE,NA,4.78854E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jonathanhealy,15,TRUE,FALSE,NA,NA
RT @newschambers: IFA blockading the Department of Agriculture with bales of hay. Protesting against falling beef prices #ntfm http://t.co/…,FALSE,0,NA,17/06/2014 10:59,FALSE,NA,4.78854E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",thecailinrua,17,TRUE,FALSE,NA,NA
RT @newschambers: IFA blockading the Department of Agriculture with bales of hay. Protesting against falling beef prices #ntfm http://t.co/…,FALSE,0,NA,17/06/2014 10:59,FALSE,NA,4.78854E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NewstalkFM,17,TRUE,FALSE,NA,NA
RT @newschambers: Hay everywhere on Kildare Street. Gardaí have stopped the farmers' jeep #ntfm https://t.co/zuchF6XNCP,FALSE,0,NA,17/06/2014 10:59,FALSE,NA,4.78854E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NewstalkFM,15,TRUE,FALSE,NA,NA
RT @newschambers: Hay everywhere on Kildare Street. Gardaí have stopped the farmers' jeep #ntfm https://t.co/zuchF6XNCP,FALSE,0,NA,17/06/2014 10:58,FALSE,NA,4.78854E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",gavreilly,15,TRUE,FALSE,NA,NA
Hay everywhere on Kildare Street. Gardaí have stopped the farmers' jeep #ntfm https://t.co/zuchF6XNCP,FALSE,7,NA,17/06/2014 10:58,FALSE,NA,4.78854E+17,NA,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",newschambers,15,FALSE,FALSE,NA,NA
RT @newschambers: IFA blockading the Department of Agriculture with bales of hay. Protesting against falling beef prices #ntfm http://t.co/…,FALSE,0,NA,17/06/2014 10:56,FALSE,NA,4.78854E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",paraicgallagher,17,TRUE,FALSE,NA,NA
IFA blockading the Department of Agriculture with bales of hay. Protesting against falling beef prices #ntfm http://t.co/LNRtsggP98,FALSE,2,NA,17/06/2014 10:56,FALSE,NA,4.78854E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",newschambers,17,FALSE,FALSE,NA,NA
"Coppinger says Rent Controls are needed. People are seeing jumps in rents of 40%. ""Wouldn't be allowed in other countries"". #ntfm",FALSE,0,NA,17/06/2014 10:18,FALSE,NA,4.78844E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",newschambers,0,FALSE,FALSE,NA,NA
Really enjoying @ghook and David McWilliams having there wee fight about cyclists #ntfm #fanatic,FALSE,0,NA,17/06/2014 10:16,FALSE,NA,4.78844E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Siobhan2culture,0,FALSE,FALSE,NA,NA
"""@NewstalkFM: VHI announces €65 million surplus after tax http://t.co/E8zg1ASwIR #ntfm"" - So, why the endless price hikes?",FALSE,0,NA,17/06/2014 08:45,FALSE,NA,4.78821E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DisparatePost,0,FALSE,FALSE,NA,NA
Ivan &amp; Chris are great craic regardless the news #ntfm Not boring Ireland,FALSE,0,NA,17/06/2014 07:49,FALSE,NA,4.78807E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LifelineFriday,0,FALSE,FALSE,NA,NA
RT @newschambers: Minister Brendan Howlin says there may still be room for income tax relief in Budget despite warnings from IFAC. #ntfm,FALSE,0,NA,17/06/2014 07:42,FALSE,NA,4.78805E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OlwenCD,1,TRUE,FALSE,NA,NA
Minister Brendan Howlin says there may still be room for income tax relief in Budget despite warnings from IFAC. #ntfm,FALSE,0,NA,17/06/2014 07:38,FALSE,NA,4.78804E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",newschambers,1,FALSE,FALSE,NA,NA
