"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Compelling &amp; uncomfortable listening betw #IonaInstitute &amp; @chrisrdonoghue.Insight into the belief chasm that exists #MarRef #ntfm",FALSE,1,NA,2015-04-14 07:42:43,FALSE,NA,"587883667382521856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FiHodgins",0,FALSE,FALSE,"-6.16283441","53.27841873"
